user_id,display_name,course_id,rate
15178,Lesten,1570206,4.5
4690,Chandrachurd,806122,2.1
356,Abhinav Manish Patil,1078208,4.1
27235,Tzu Ching,1362070,3.8
30294,Ирис,922484,4.2
3075,Azli,1336870,3.5
24788,Sherry Lynn Saunders,662646,4.9
5460,Czarek,130064,3.8
19232,Neelay,950390,4.1
19263,Nelis,793796,4.8
500,Adelbert,1026604,2.3
6734,Doren,1026604,3.9
3645,Biprajit,1039210,4.3
11207,Izwan,1716470,4.5
26997,Tonaya,1361790,2.1
20299,Otyek,636822,3.5
13637,KN,756150,4.3
4209,Camiel,625204,4.9
3310,Batulzii,2473048,4.2
23096,Ronnis,1494648,4.6
10820,Igor Yanes,751094,1.9
25503,Sreesh,362632,3.5
3918,Brittini,250516,3.0
21486,Qiu,257626,4.7
9877,H H,1575836,4.6
16926,Mark Kauna,146156,4.5
22730,Robert S.,9287,4.7
6044,DeAnne,671544,4.3
20547,Papu,449532,3.6
5046,Christina M,59527,4.2
14537,Krishnasamy,2470214,4.6
20983,Philip John,258316,3.6
18264,Monay,373312,3.7
11214,J D,437490,4.5
6886,Duffy,567828,4.0
16323,Mammen,3604434,3.9
204,Aashrith,2887508,4.6
15971,MABROOK,1349100,4.2
2845,Astrid Atenea Carmona,1137208,3.8
1419,Alfredo R,1565838,4.1
7403,Elenor,1341688,2.1
25263,Sk Aliv,2144744,4.6
3129,BLOOMFIELD JAMIE,2253870,3.2
13612,K.Sai,53600,4.7
4611,Cesar Arturo,1561606,4.5
16885,Mario Francisco Elorza,995016,3.5
215,Abani,756150,4.7
19225,Neel Kamal,1178124,4.9
26920,Tisa,1336872,5.1
23580,Sachithra,467382,4.8
20960,Phani Krishna,3142166,4.5
20101,Omen,356030,2.4
10949,Insiyah,2108272,3.5
17577,Melonee,790970,3.2
10244,Heidi Ann,441920,4.7
19356,Nguyen Ba,914296,4.7
11854,Jeenal,172336,4.9
6683,Donald G.,946742,3.3
28735,Xiaolin,1452908,4.5
17600,Mengyuan,1212032,3.9
9252,Gerardo Angel Pichardo,1309202,2.7
409,Abraham Louis,926512,4.9
6772,Douglas Harrington,473160,4.7
9964,Haldane,1345240,4.6
14424,Knowledge Is,1026604,4.8
10306,Henloy,1187016,4.9
24829,Shinika,1692036,3.7
21618,Rabii,1057992,3.7
21915,Ralitza,271228,4.9
24046,Sarah Grace,1110904,4.9
18119,Mohammad Selim,1523066,4.9
634,Adrian Vasquez,866196,2.0
27081,Tressie,986016,2.1
13526,Junver,2293851,4.5
2758,Ashiqul,247190,2.5
28774,Y.G.,1151036,2.1
20382,PMillhouse,1407170,4.3
22055,Rangya Cuthbert,429062,4.3
29058,Yoichi,1309202,3.2
10727,Ibadulla Sadulla,496514,4.3
1166,Alee,1710336,4.8
11160,Ivan de Jesus Villegas,637930,4.7
25662,Steven Paul,1774828,2.1
16032,MKM,1915496,4.4
14697,LG,949846,3.5
20343,Ozias,1259404,5.0
11268,JOBJACK,1726420,4.4
15414,Lopes,2015076,4.3
25138,Simranpreet,1286120,2.1
21990,Ramly B Abdul Jalil,1344220,2.6
432,Abuthahir,415284,3.8
5555,Dac,405282,3.2
3082,Azraf,926512,4.6
2887,Atle,802578,4.1
9902,HK,1673154,4.2
11808,Jean Ricardo,356030,4.4
24930,Shrija,519442,3.9
16947,Marlie,1754344,2.1
14940,Le Duy,1906852,4.8
16176,Mahbubul,937678,3.2
20367,PATEL,2488654,4.2
21575,RITA,1278112,4.1
6173,Deneese,673484,4.7
24970,Shunchao,1007240,3.4
4991,Chow Yuet Foon,408556,4.9
23269,Rumpa,133428,4.5
7096,Edi Joko,1802404,3.9
350,Abhijith Srinivasachar,3490000,4.4
8812,Fuad Olugbenga,648826,4.9
10694,IDREES,218794,3.8
10384,Herri,383576,3.2
14298,Kidus,903744,5.0
1726,Amorie,196152,2.1
30150,vijay kumar,941998,3.9
21523,R Suraj,793796,5.0
24166,Saurebh,1575836,4.3
4675,Chanasit,567828,4.1
13690,Kai F.,1594488,3.6
24660,Sharna,2365628,2.8
529,Adetia,1035000,4.4
3546,Bhavani Prasad,1213952,4.4
9118,Gaurav Misra,2470214,4.2
23317,Ruturaj D,1467808,2.1
23556,Sabna,1332278,4.7
24034,Sar,2642574,3.1
18967,Nameer,246154,2.2
20309,Ousmane D.,405926,3.3
14357,Kiransing,636822,3.8
22395,Rene Palas,874012,3.0
5741,Daniel Ribeiro dos,714724,5.0
6802,Dr KHALEELURAHIMAN,1098006,4.4
22413,Renoir,857010,4.8
16133,Maduabuchi,692188,2.0
6202,Dennis A.,794572,4.6
15684,Luis Cabello de los Cobos,236676,4.1
21104,Polis,43540,4.4
11247,JAYANTA,2059853,4.1
19028,Narender Reddy,1141702,4.4
11406,Jahmar,1780698,4.5
2473,Archisha,593074,2.1
10772,Ifechukwu,1681754,4.1
29262,Zai,438522,4.2
16138,Mae Ann,49250,3.7
5808,Daniredd,3203920,4.1
6772,Douglas Harrington,1144936,4.9
18721,Mveli,2776760,4.6
16282,Malakai,914296,3.6
9769,Gurtejbir,1476730,5.1
2382,Anuli,567828,3.1
20109,Omneya,87634,4.3
3174,Bailly,419658,4.6
27812,Vi Trieu,16799,2.7
5198,Claver,2226926,4.0
6201,Denna,10449,4.3
24177,Sawgata,673654,4.1
3668,Bisong,125958,4.6
17401,Md Razaul,1026604,1.9
16315,Mamabolo,1547268,4.5
30096,swapna,1033446,4.7
14544,Kristen M,1753904,4.0
22879,Rodrigo Flores,1793828,2.8
11592,Janneke,1351634,3.7
28312,Wajihullah,1326292,3.7
24117,Sathish Babu,2394982,3.6
9918,Habeel,1067344,3.0
10401,Hh,1778502,2.8
23445,SHAHID ALI,1159654,4.6
12470,John-Luke,1362070,4.8
18888,Nagalatha,1699476,4.0
27236,Tzu-Chieh,965832,4.7
22110,Rasmita,2443810,4.0
30291,Гроностайский,382002,3.9
20122,Omprakash Mann,977360,3.8
18281,Monita,277654,4.1
7408,Elf,793796,1.8
13571,Jyotisko,1754098,3.5
16727,Mareli,1430746,2.1
8936,Gabriel Esteban,3740582,5.0
27130,Truus,2412206,4.0
10631,Huseyin Burak,41305,4.3
18144,Mohammed Azhar,473160,4.5
27083,Treyton,1151036,4.6
14953,Lea Ann,321410,3.8
20540,PaolaElena,790970,2.1
288,Abdul Wajid,2259120,4.2
10402,Hiagi,1235430,4.2
24670,Sharooq,1035000,4.1
12451,John Lloyd,1570206,4.8
15691,Luis Coco,2131244,4.7
24844,Shirsendu,951618,3.6
45,ABUBAKARI,1382702,4.2
2851,Aswin Sigma,146156,4.3
6143,Delkys Ortiz,775346,4.3
3351,Beerappa,1602900,4.5
17448,Md. Sadman,765242,2.8
5523,DEBORAH,2013892,3.8
3860,Brette,59527,4.5
14066,Keivn,903744,3.9
18146,Mohammed Ekram,21386,5.0
30115,trevor,1235430,5.1
18091,Mohammad Bilal,914296,3.2
3882,Brian P.,1059278,3.7
18280,Monisola,914296,4.3
24478,Shabeena,937678,4.8
30037,sherman,683198,2.7
19591,Nissan,903744,4.8
17482,Meenatchi,2135486,3.0
9355,Gianpietro,567828,3.5
23218,Rubiya,405926,2.1
16963,Marnoux,533682,2.1
369,Abhishek M,857010,4.5
16654,Marcos Adrian,1602900,3.3
12918,Joshan,1187016,4.7
24744,Shellee,1338296,4.9
16347,Maneesh Kumar,366280,4.7
15898,Lynn L.,567828,3.0
14733,LaQuita,1313502,4.2
8499,Filimonas Konstantinos,1336872,4.9
7347,Eion,403314,3.2
7904,Etaje,802366,4.4
3017,Ayesh,793796,4.0
17459,Md.Anisur,648826,4.8
22209,Rayli,1277924,2.8
22675,Ritin,793796,4.5
5081,Chua Kuang Chua,1067344,4.3
25136,Simranjeet Singh,1358224,4.1
16301,Mallar,3681884,4.6
25806,Sulamita,437398,3.8
2177,Anjanay,1561606,4.2
9070,Ganeshsing,567828,4.6
26261,Tally,180806,4.1
21634,Rachith,636340,1.9
22266,Reden,2246852,4.2
26936,Tlangelani,2355474,3.5
8481,Festus Kaasung,450394,2.9
29677,gerardo,1778502,4.7
18583,Muminjon,533682,4.8
1804,Anand Babu,806922,4.7
2474,Archito,567828,4.9
19720,Not locked,3805684,4.6
14858,Latina,1626712,2.2
28331,Walisson J,851712,4.4
23543,Sabapathi,1699476,4.7
29473,abhi,627730,3.3
849,Ahrav,1587718,2.2
29302,Zaw Zaw,333610,4.6
28772,Y Amit,2323470,2.1
24735,Shekh Firoz,706204,3.5
37,ABHIJITH,1405812,4.8
23768,Salvadore,666914,3.7
12391,Jofran Jose Aparicio,2196488,3.9
20975,Phil-it bvba,1147828,3.4
20616,Paterne,382002,4.7
16908,Marius-Cristian,203556,4.7
6936,Dwaine,1405632,3.8
21246,Praphull,1565838,4.4
18687,Mustafa Çağrı,1978132,4.0
23986,Santhoshninja,1691662,4.9
19018,Narayana Murthy,764164,4.2
6621,Divya Yogiraj,329824,4.6
461,Adaku,2359992,4.0
29236,Zaahid,308694,1.5
1564,Alseny,1921420,4.5
6828,Dr. Deborah L.,260284,3.6
28540,Wilan De,38282,3.3
25066,Sikha,1286120,4.5
9591,Govardhana Manikandan,996228,4.8
21008,Phuay Keong,845284,2.4
8891,GN,1462428,4.1
5347,Creffe,481434,2.1
16087,MadForMath,773214,2.8
26682,Theshellchild,246652,4.9
12415,Johari,58207,4.4
26134,T R Anupam,2390192,4.0
5055,Christophe Daniel,1061754,4.8
29357,Zhitang,615274,3.6
14302,Kieth,1253674,4.4
15050,Leku,920114,3.8
10680,I Gede,1496348,4.9
5642,Dang Duy,335742,4.5
16320,Mamello,1311030,2.7
9118,Gaurav Misra,2609434,1.9
19149,Navoda,764164,4.1
22483,Rhonda L.,205270,3.7
25028,Siddhant Kumar,1288044,3.6
21291,Prathibha Arun,139200,4.0
20505,"Pamela Nations-Weissman,",120600,2.1
18345,Mostofa,896434,4.7
18343,Mostafizur,708578,4.9
24648,Sharier,43718,4.5
23151,Rosline,1171110,4.9
20522,Pane,594360,4.4
263,Abdoulrazak omar,1565838,4.6
27154,Tsvetelin,1313502,4.8
15452,Lotanya,509618,4.8
13708,Kaiwen,919038,1.3
25469,Spock,826876,5.0
9,: MOBILE-CAPPTIVATE,1007250,2.1
4657,Chaithresh,2323470,4.5
14489,Koshy,1350984,4.7
21459,Pusetso,1462428,3.7
3756,Bonnie C.,775346,4.0
8150,Fairouz,129118,4.1
6284,Devnath,945766,4.7
13146,Joyce M,516446,4.3
12904,Joseph Njoroge,1236568,4.2
25845,Sundarraman,2473048,4.6
18196,Mohana Krishna,793796,4.6
14649,Kwame2,832862,4.3
8746,Frank Edward,2521572,3.7
17619,Merike,1802404,4.4
29287,Zamira,466000,4.2
5630,Dana Marie,1273136,4.9
26630,Thanuj,2121018,2.1
29972,rishav,24823,4.5
23408,SAMANTHA,1993718,3.8
6733,Dorelle,384496,2.8
20582,Partap,826870,3.9
19733,Novelyn,1137208,3.6
3615,Bikashjyoti,647428,4.4
14627,Kuriakose,1458490,4.3
21602,Raafay,3490000,4.1
24676,Shashank Nandishwar,437490,2.2
18990,Nandalal,2488654,4.0
4927,Chinenye Emmanuel,1978132,2.1
11091,Israel H.,2343574,4.6
11554,Jan Pascal,567828,3.9
11699,Javier Gómez,1067226,1.9
20274,Osvaldo Filho,1813098,3.8
26388,Tarntanate,364426,3.8
1429,Ali Abid,3142166,3.7
26595,Thalicia,64422,3.5
10488,Hoc,625204,2.9
8125,Facundo Daniel,625204,4.1
18752,Mzamo,1361790,4.3
14299,Kiem,637930,4.6
23237,Rudra Bhanu,1349100,2.8
1722,Amogelang,1269254,4.0
18484,Muhammad Furqan,3047216,4.3
26680,Thersa,914296,2.1
1161,Aldy,2509634,2.1
19180,Nazik,1653432,4.4
21070,Pita,805864,3.9
27433,V N,2743630,1.5
14446,Kolluru,792270,5.0
4199,Calvince,888716,2.1
9899,HERIBERTO,24823,2.3
11510,James Barry,864146,3.9
8250,Fayroon,2522376,2.1
20488,Paladi,1065056,4.0
11983,Jeremiah Ngure,655608,4.6
20202,Osamudiamen,2776760,1.9
29284,Zakwan,1325686,3.5
8859,G Russell,900694,4.1
12891,Joseph Benjamin,787236,2.4
6185,Denine,435764,2.4
22407,Renisha,1235430,4.4
3751,Bongani Andries Mtesazi,1286908,4.4
28190,Vo Manh,877482,3.6
23038,Romone,1659676,4.0
3377,Bemal,2183500,3.8
15266,Lim Zi,2253870,4.2
1023,Al Amin,236676,4.6
2543,Ariyadel D.,374222,4.9
26616,Thanee,1151632,3.8
21287,Prathamesh P.,2054207,4.4
25306,Snowburnt,1556312,4.4
26292,Tamuno-opubo,663288,4.2
29670,fredrick,3142166,4.7
29855,lydia,1336872,4.0
12046,Jessica Joy,1332354,4.9
18838,NYAN LIN,756150,3.3
918,Ajay Ram,965832,4.1
23769,Salvator,563478,2.1
5003,Chrisco,1010586,2.1
21197,Prag,1560542,4.5
5820,Dannis,3582872,4.9
27413,Utshab,1361790,3.0
64,ALEXANDRA,554014,4.8
4994,Chris Du,625204,4.4
6901,Dune,914296,2.9
29178,Yuni,622414,4.3
19155,Nawaraj,1424326,2.0
1614,Amalendu,613808,4.4
148,ATA,1144936,3.6
30446,管,71688,4.0
8220,Fathan,256758,2.7
12439,John Gabriel,903744,2.9
27352,Unimke,1046722,3.2
22704,RobTheRubber,1046722,4.1
28745,Xiaowen,995016,4.2
6137,Delicia,39115,1.7
24354,Serein,920114,3.5
19047,Naseeruddin,647428,4.7
20868,Peggy Van,545678,4.8
11105,Issifu,914296,4.3
17285,Mawan,1288044,4.0
7908,Ethan J,826876,4.1
3531,Bharath Raj,2390192,4.8
21858,Rajat Pratap Singh,196152,4.4
24520,Shahir,647428,5.0
16871,Marinko,3490000,2.1
3578,Biaggio,564552,3.0
10028,Hans Markus,533682,4.3
7270,Edwardlauren,1247828,4.3
13497,Jun Jie,995016,2.8
12395,Jogesh,837094,2.1
14041,Keen,874012,4.0
20615,Patcharin,1815870,4.7
24666,Sharon Marie,1540516,4.5
26544,Terrel,857010,4.0
9658,Guenevere,1496440,4.8
22211,Raymond C,429364,4.2
30263,İbrahim Oğuzhan,705264,3.3
26395,Tarush,1248866,3.8
18594,Muni Hemadri Babu,433798,4.7
25401,Soon Ee,1576710,2.1
25815,Sumangala,2259120,4.0
25820,Sumanyu,1219332,4.2
26386,Tarlan,1151632,4.7
18504,Muhammad Naufal,1187016,4.0
25216,Siva Karthik,594360,3.9
24756,Shenika,444286,3.4
6125,Deladem,1494648,2.7
24726,Sheikh Muhammad,1331946,4.9
5582,Daivik,1164388,4.6
4286,Carleigh,951618,4.2
12694,Jorge Mario Alfaro,622466,4.8
22592,Richard Kofi,1494648,1.5
13184,João Paulo Linhares,1123098,4.6
2953,Aušra,2459618,5.0
4478,Carman,370636,4.1
26312,Tan Yuan,2892418,4.5
13826,Kanishak,1151632,4.8
20639,Patricia S,393268,4.2
15817,Luiz Gonzaga Cobra,1968412,1.8
2646,Arthur da Silva,1326802,3.2
30446,管,746014,2.8
23788,Samart,172572,4.0
10887,Imrane,1427466,4.0
4593,Celo,889438,3.0
15572,Lucas Teixeira,2259120,4.9
11368,Jadd,977438,4.8
886,Aish,937678,2.1
10886,Implementation,2246852,4.3
25347,Somadina,692188,3.0
3556,Bhekinkosi,380970,2.8
3704,Blesswin,674608,4.5
25161,Sinnathurai,2459618,4.8
10305,Hendrik j,720766,3.9
22716,Robert Andrew,258316,2.6
21626,Rachel A.,1405438,4.3
29662,federico,1361790,2.5
25717,Subhrodeep,2108272,2.1
2219,Annant,2045310,4.1
26038,Syamil,520116,4.8
28954,Yench101,83464,2.6
12281,Jiren,171838,2.3
21638,Racine,2381730,4.5
3629,Billy James,2776760,2.7
26490,Tejpreet,2196488,4.4
26396,Tasfia,17349,4.1
22486,Rhujuta,671576,1.8
2943,Aurindam,2394982,3.6
86,AMOS,1878624,2.0
25522,SriKrishnaPrakash,1209412,4.6
27455,VIKNESH,1672380,4.0
3065,Azi,260284,4.6
401,Aboubacar Sowou,2456222,4.8
25523,Sridatta,959700,1.8
21452,Purificacion,866196,4.7
3789,Boyet,139200,4.7
22648,Rinalds,1405812,2.1
4209,Camiel,1218586,2.1
9721,Guillermo Perez,567828,4.0
15135,Leonardo de Queiroz,1527300,3.4
2651,Arturo Espinosa,578950,1.9
21521,R Naren,540450,4.5
23830,Samsuddin,1399954,4.9
25855,Sunghee,932344,2.1
17038,Mary Kathleen,435764,3.7
23625,Sahadat,637930,4.1
2508,Arid,1527300,4.8
7941,Eulyn,172336,4.6
4770,Charlie@Enginspire.Co.Uk,2776760,3.1
13603,K Naga,751792,2.7
20791,Pedro A. R.,484114,2.6
26982,Tomin,950390,2.0
29185,Yuri Freire,913448,4.7
305,Abdullah Al Noman,130064,2.1
10607,Huijuan,1046722,4.6
9912,Ha Phuong,793796,4.0
17554,Melcon,250516,2.8
26475,Teimuraz,625204,4.3
13545,Juste,914296,2.9
23513,SUJIT,779842,4.6
2954,Avadhoot Vinayak,2337220,4.0
5093,Chun Chieh,2789348,4.1
13808,Kandregula,851712,4.0
11041,Isel,1436164,2.1
2500,Argyroglou,1480202,4.2
14595,Kulkarni,1151036,4.5
22945,Roeleen,977438,4.5
12469,John-Ivar,1642074,4.8
17680,Michael Dave,1973756,4.5
25483,Sree Harsha,1704776,4.1
29968,revati,535698,4.7
2917,Augustine E,642078,3.7
2114,Angela Lynn,59527,4.4
4858,Ches,164058,3.5
20769,Paun,533682,3.7
6969,Dương Ngọc Quốc,1087374,4.8
14565,Krunal Pratapgiri,24823,3.3
10169,Hasnisham Mat,1394818,3.1
29517,aravind,806922,4.2
6269,Devasri,1065056,3.8
27060,TrainingUser,459948,4.0
16846,Marie J,1141368,2.8
13728,Kalia,270816,4.7
29556,brenda,486628,3.7
830,Ahmet Akif,1295078,4.0
14071,Kelik Siswo,1505192,2.4
16517,Marcelo Adrian,1570206,4.9
16289,Malcolm A.,87634,4.4
25873,Suny,1328606,4.5
1006,Akshay K,246392,1.9
22004,Ramon Pereira,2051741,3.0
11510,James Barry,1778502,4.8
8360,Femi.B,2328046,4.4
3501,Bezhan,424864,4.1
13887,Karluiz,2053219,4.8
1929,Andre Terra,1565838,4.4
12370,Joel Low Kwok,1148430,3.8
21446,Punna,1466612,3.6
29260,Zahiruddin,567828,3.7
17743,Miel,690066,2.1
19877,Octavio Herrera,806922,4.6
13306,Juan Lujan,1649714,4.3
2849,Asuncion,866196,4.5
2072,Aneska,1356080,4.7
14154,Kesegofetse,1411586,4.9
1997,Andrico1234,382002,3.8
25056,Sierra J,203556,2.1
24965,ShuiChi,903744,3.1
7865,Esmé,1347004,3.8
16859,Marifer,438522,4.7
2210,Anna Maria Patricia,684890,3.8
12952,Jossy,437398,4.3
21753,Rafah,1690348,1.9
25006,Siana,238934,4.0
23144,Roshith,3329962,3.4
25072,Silar Basha,1419186,4.2
28360,Waltraud,341182,4.4
26149,TB,1392122,3.6
24053,Saran T,95246,4.8
34,ABEL,1332278,4.7
25996,Swagath,1721168,3.1
10977,Irek,1542886,4.0
18819,NIDRA NARASA VENKATA SAI,950152,4.1
28744,Xiaonan,3671332,3.4
85,AMOL A,1299614,3.9
16732,Margaret E.,1336870,4.2
16829,Mariana Varela,578950,5.0
2861,Atdhe,81368,4.4
17043,Mary Pat,171838,4.6
23977,Sanmi,1645294,3.6
14905,Laverne Angela,1467252,4.1
16352,Mangai,684272,4.4
5226,Cleopas,815236,4.5
10131,Harshal Shankarrao,1415934,4.2
23113,Rosamond,1530834,4.7
29296,Zareh,1596054,4.6
6243,Desere,2246852,4.8
17065,Maryline,620926,4.9
24367,Sergio Antonio Martinez,1975038,2.1
26310,Tan Wee,764164,4.5
28261,WELINGTON,834702,3.8
9075,Gangesh,354176,4.7
18145,Mohammed EL,756150,4.8
20956,Pham Minh,1046722,4.1
25067,Sikhanyisile,655608,4.9
23545,Sabariah binte Nani,946654,4.6
23517,SURVESH,1419182,4.6
19557,Nio,2235470,4.9
7827,Eromosei Ezekiel,533682,3.7
26268,Tamarin,1400944,5.0
25785,Sujeewa Sandeepa,1675864,5.0
5995,David Smith,1643044,4.4
9475,Glade,2634490,1.9
18677,Mustafa Hilmi,2776760,5.0
447,Achmad Praditya,977438,3.3
26472,Tehilla,789146,3.6
10657,Hyunsoo,619698,4.0
18865,Nadeeshan,647428,3.8
16410,Manoja,1362070,4.0
15080,Leonardo A.,246154,4.9
11476,Jaiye,1864390,3.5
27896,Victor Orlando,103738,4.8
12569,Jonathan S,874012,4.2
19401,Nibha,996228,2.1
8607,Foyah Z,364426,3.4
19256,Neisha,419658,2.7
17489,Meewerken in,1495788,4.8
4943,Chinweike,764164,3.6
5985,David Richard,637930,1.9
29591,cnm,405926,4.9
24928,Shreyoshi,3329962,2.1
17640,Mesbah,1332278,4.4
633,Adrian Trujillo,1358570,1.6
19182,Nazley,888716,5.0
2753,Ashford,189116,2.1
10103,Harkaran,526104,3.4
25238,Sivasakthi,289230,2.1
18483,Muhammad Fikri,1298780,4.5
28022,Vincent O.,85450,4.5
16782,Maria Jaires,1523224,4.8
2679,Arunachala,950390,2.6
5104,Chyanne,2327156,5.1
9958,Hajir,1623798,4.5
22035,Randel,291860,3.6
4011,Bryan Albuquerque,875974,4.4
434,Acacia,1575836,2.1
22848,Rodolfo Rodrigues dos,1236568,3.5
25584,Stam,1093428,3.3
18201,Mohaned,196152,4.8
17338,Mayya,333610,4.0
6199,Denival,764164,3.9
27494,Vaishakh P,2562342,4.6
